date,winning_times,tail_wind,birth_date,country,age
2015-10-06,9.9,1.7,1995-10-07,USA,20.01095890410959
2018-06-22,10.04,-0.1,1998-06-15,ITA,20.032876712328772
2018-06-22,9.99,0.2,1998-06-15,ITA,20.032876712328772
2015-10-06,10.07,1.4,1995-09-23,USA,20.04931506849315
1998-11-09,10.07,-0.2,1978-10-25,AUS,20.054794520547947
1998-12-08,10.09,-1.1,1978-11-22,NGR,20.057534246575344
1998-12-08,10.08,-0.6,1978-11-22,NGR,20.057534246575344
2018-07-08,10.08,0.0,1998-06-15,ITA,20.076712328767126
2019-06-27,10.05,0.1,1999-06-03,JPN,20.07945205479452
2018-09-14,10.02,-0.6,1998-08-20,BRA,20.082191780821923
2019-06-28,10.02,-0.3,1999-06-03,JPN,20.082191780821923
2018-09-14,10.03,0.4,1998-08-20,BRA,20.082191780821923
2002-05-07,10.04,0.4,1982-04-09,GBR,20.09041095890411
2019-07-06,9.97,0.8,1999-06-03,JPN,20.104109589041094
2009-05-22,10.05,1.9,1989-04-13,USA,20.12054794520548
2009-05-23,10.07,1.3,1989-04-13,USA,20.12328767123288
1996-05-18,10.07,-1.5,1976-03-30,BAR,20.14794520547945
2016-08-06,10.03,1.6,1996-06-03,USA,20.18904109589041
2002-06-15,10.07,0.3,1982-04-09,GBR,20.197260273972606
1998-03-08,10.07,-0.5,1977-12-28,NGR,20.2054794520548
2013-08-29,10.06,-0.3,1993-06-10,GBR,20.232876712328764
2019-08-25,10.05,1.6,1999-06-03,JPN,20.24109589041096
2016-08-06,10.07,1.6,1996-05-13,USA,20.246575342465754
2016-03-09,10.08,1.1,1995-12-15,JPN,20.246575342465754
2014-08-06,9.96,1.4,1994-05-03,GBR,20.27397260273973
2002-07-13,10.06,1.9,1982-04-09,GBR,20.27397260273973
2013-01-09,10.04,0.8,1992-10-01,JAM,20.28767123287671
1992-03-14,10.09,1.9,1971-11-22,NGR,20.32328767123288
2019-09-27,10.09,0.1,1999-06-03,JPN,20.331506849315073
2007-07-26,9.99,0.9,1987-03-27,QAT,20.34520547945205
2016-02-07,9.94,1.2,1995-10-07,USA,20.350684931506848
2011-05-22,10.06,2.0,1991-01-18,JAM,20.353424657534248
1999-04-06,10.05,1.6,1978-11-27,USA,20.369863013698627
2010-05-06,10.06,0.8,1989-12-26,JAM,20.372602739726027
2014-04-26,10.08,1.5,1993-12-15,USA,20.375342465753427
2012-07-09,10.06,0.3,1992-02-27,FRA,20.378082191780823
1999-04-06,10.08,1.6,1978-11-23,USA,20.38082191780822
2016-02-07,10.07,1.8,1995-09-23,USA,20.389041095890416
2002-08-30,10.08,0.3,1982-04-09,GBR,20.405479452054795
2016-05-06,10.09,-0.5,1995-12-15,JPN,20.405479452054795
2015-03-05,10.04,0.4,1994-10-11,CAN,20.410958904109584
2015-03-07,9.95,1.5,1994-10-11,CAN,20.416438356164385
2015-03-07,10.07,0.6,1994-10-11,CAN,20.416438356164385
1992-04-18,9.96,-0.6,1971-11-22,NGR,20.41917808219178
1998-06-19,10.07,0.5,1978-01-19,USA,20.42739726027397
1998-06-19,10.03,1.6,1978-01-19,USA,20.42739726027397
2016-03-07,9.84,1.6,1995-10-07,USA,20.43013698630137
2016-07-30,10.04,1.5,1996-02-29,GBR,20.43013698630137
2016-03-07,9.86,2.0,1995-10-07,USA,20.43013698630137
2019-11-05,9.99,1.8,1999-06-03,JPN,20.438356164383567
2019-08-27,9.96,1.6,1999-03-23,NGR,20.44383561643836
2013-03-09,9.99,0.1,1992-10-01,JAM,20.44931506849315
1999-05-06,10.03,1.6,1978-11-27,USA,20.45205479452055
2003-05-09,10.02,0.8,1982-11-23,JAM,20.471232876712328
1998-06-13,10.05,1.8,1977-12-28,NGR,20.471232876712328
2016-01-07,10.02,0.7,1995-07-20,JAM,20.48219178082192
2016-01-07,10.07,-0.9,1995-07-20,JAM,20.48219178082192
2011-07-21,10.07,0.2,1991-01-31,QAT,20.48219178082192
2012-08-23,10.02,-0.1,1992-02-27,FRA,20.5013698630137
1992-05-23,10.05,1.2,1971-11-22,NGR,20.515068493150686
2010-06-30,10.0,-0.1,1989-12-26,JAM,20.523287671232875
2013-04-07,10.05,2.0,1992-10-01,JAM,20.528767123287672
2009-06-28,10.07,1.9,1988-12-17,JPN,20.542465753424658
2011-05-22,10.08,0.6,1990-11-06,FRA,20.553424657534247
1998-07-14,10.07,0.0,1977-12-28,NGR,20.556164383561644
2011-05-26,10.0,0.6,1990-11-06,FRA,20.56438356164384
2010-07-16,9.95,-0.3,1989-12-26,JAM,20.567123287671233
2017-06-23,10.07,0.9,1996-11-29,JAM,20.578082191780826
2013-12-05,10.07,1.6,1993-05-03,USA,20.605479452054798
2015-05-17,9.97,0.6,1994-10-11,CAN,20.610958904109584
2003-05-09,10.09,0.8,1982-10-02,USA,20.613698630136987
2016-04-30,10.06,0.0,1995-09-23,USA,20.616438356164387
2011-06-18,9.95,1.0,1990-11-06,FRA,20.627397260273973
2010-08-07,9.96,0.5,1989-12-26,JAM,20.627397260273973
2005-06-25,9.99,1.0,1984-11-10,TTO,20.635616438356163
2019-11-05,10.02,1.8,1999-03-23,NGR,20.635616438356163
2010-08-13,10.07,-0.4,1989-12-26,JAM,20.64383561643836
2010-08-13,9.89,-0.4,1989-12-26,JAM,20.64383561643836
1998-08-18,10.09,0.0,1977-12-28,NGR,20.65205479452055
1998-08-19,9.94,0.1,1977-12-28,NGR,20.654794520547945
2007-08-06,10.09,0.0,1986-12-13,USA,20.660273972602734
2011-06-30,9.95,1.0,1990-11-06,FRA,20.660273972602734
1994-08-23,10.07,1.9,1973-12-30,TTO,20.660273972602734
2015-05-28,10.05,1.8,1994-10-01,USA,20.668493150684927
2019-04-19,10.02,1.5,1998-08-20,BRA,20.676712328767124
2011-07-06,9.96,0.9,1990-11-06,FRA,20.676712328767124
2010-08-27,9.91,0.1,1989-12-26,JAM,20.68219178082192
1998-08-30,10.09,1.4,1977-12-28,NGR,20.684931506849317
2005-06-07,10.02,1.9,1984-10-04,USA,20.687671232876717
2010-08-31,10.06,0.9,1989-12-26,JAM,20.693150684931506
2013-06-09,9.98,0.6,1992-10-01,JAM,20.7013698630137
1999-07-08,10.07,-0.6,1978-10-25,AUS,20.71506849315068
2011-07-22,10.03,1.0,1990-11-06,FRA,20.72054794520548
2013-06-20,10.04,0.9,1992-10-01,JAM,20.731506849315068
2013-06-21,9.98,-1.2,1992-10-01,JAM,20.734246575342464
2013-06-21,10.02,-0.5,1992-10-01,JAM,20.734246575342464
2005-06-25,10.08,1.0,1984-10-04,USA,20.736986301369864
2011-07-29,10.09,1.9,1990-11-06,FRA,20.73972602739726
2011-07-29,9.92,2.0,1990-11-06,FRA,20.73972602739726
2013-04-13,10.06,1.9,1992-07-13,USA,20.76438356164384
2003-08-24,10.05,0.9,1982-11-23,JAM,20.76438356164384
2011-04-06,9.96,1.1,1990-07-04,JAM,20.76986301369863
2012-06-07,10.06,0.9,1991-08-31,SKN,20.783561643835615
2015-07-21,10.06,1.9,1994-10-11,CAN,20.78904109589041
2015-07-22,10.05,1.1,1994-10-11,CAN,20.791780821917808
1999-09-15,10.01,0.0,1978-11-22,NGR,20.827397260273973
2005-09-07,10.02,1.9,1984-11-10,TTO,20.83835616438356
2005-07-05,10.09,-1.5,1984-09-07,NGR,20.83835616438356
2013-08-05,10.09,0.3,1992-10-01,JAM,20.857534246575337
2013-08-06,9.96,1.5,1992-10-01,JAM,20.86027397260274
2017-04-08,10.01,-0.1,1996-06-03,USA,20.86027397260274
2016-08-14,10.01,0.2,1995-10-07,USA,20.86849315068493
2016-08-14,10.06,0.2,1995-10-07,USA,20.86849315068493
2019-06-29,10.04,0.9,1998-08-20,BRA,20.871232876712327
2019-06-29,10.09,0.4,1998-08-20,BRA,20.871232876712327
2017-01-07,10.09,0.0,1996-02-29,GBR,20.871232876712327
2011-05-14,10.05,0.0,1990-07-04,JAM,20.873972602739727
2015-08-22,9.99,0.3,1994-10-11,CAN,20.876712328767127
2015-08-23,9.96,-0.4,1994-10-11,CAN,20.87945205479452
2015-08-23,9.92,-0.5,1994-10-11,CAN,20.87945205479452
1998-11-09,9.92,-0.2,1977-12-28,NGR,20.87945205479452
2003-08-15,9.97,1.3,1982-10-02,USA,20.882191780821923
2008-05-31,10.08,1.9,1987-07-12,USA,20.9013698630137
2016-04-30,10.01,0.0,1995-06-10,ANT,20.904109589041095
2011-06-23,10.04,0.7,1990-08-01,USA,20.906849315068488
2016-11-06,10.01,1.8,1995-12-15,JPN,20.90958904109589
2011-06-24,10.05,1.3,1990-08-01,USA,20.90958904109589
2014-05-06,10.07,0.4,1993-06-10,GBR,20.917808219178077
2007-07-18,10.03,0.7,1986-08-21,JAM,20.92054794520548
2014-05-07,10.04,1.6,1993-06-10,GBR,20.92054794520548
2013-08-29,10.02,-0.3,1992-10-01,JAM,20.923287671232877
2005-10-09,10.05,-0.6,1984-11-10,TTO,20.926027397260274
1993-05-21,9.99,1.0,1972-06-17,NGR,20.93972602739726
1993-05-21,10.05,0.5,1972-06-17,NGR,20.93972602739726
2018-06-22,9.88,1.1,1997-07-18,USA,20.942465753424656
2017-05-08,9.94,-0.8,1996-06-03,USA,20.942465753424656
2018-06-22,9.89,0.7,1997-07-18,USA,20.942465753424656
2017-05-08,9.97,0.4,1996-06-03,USA,20.942465753424656
2013-05-06,10.05,1.9,1992-05-27,CAN,20.95616438356164
2017-05-13,9.97,0.6,1996-06-03,USA,20.95616438356164
1998-12-08,9.96,-0.6,1977-12-28,NGR,20.95890410958904
1998-12-08,10.06,-1.1,1977-12-28,NGR,20.95890410958904
2003-09-20,10.05,0.0,1982-10-02,USA,20.980821917808214
2018-06-29,10.06,1.1,1997-07-10,ZAM,20.983561643835614
2014-05-31,10.08,1.5,1993-06-10,GBR,20.98630136986301
2017-05-25,9.96,1.7,1996-06-03,USA,20.98904109589041
2017-05-26,9.98,-0.2,1996-06-03,USA,20.991780821917807
2015-10-06,9.98,1.7,1994-10-11,CAN,21.0
2015-10-06,10.07,0.9,1994-10-01,USA,21.02739726027397
2013-10-07,10.07,0.2,1992-10-01,JAM,21.030136986301372
2017-05-14,10.0,2.0,1996-05-08,USA,21.030136986301372
2013-10-08,10.02,-0.2,1992-10-01,JAM,21.032876712328772
2008-05-31,10.08,1.9,1987-05-20,USA,21.046575342465754
2003-12-08,10.09,0.5,1982-11-23,JAM,21.054794520547947
2007-05-13,10.08,0.2,1986-04-27,USA,21.057534246575344
2019-09-07,10.09,-0.1,1998-08-20,BRA,21.063013698630137
2017-06-22,9.93,0.2,1996-06-03,USA,21.06575342465753
2017-06-23,10.02,-1.4,1996-06-03,USA,21.068493150684933
2017-06-23,9.98,-0.7,1996-06-03,USA,21.068493150684933
2015-05-24,10.09,-0.3,1994-05-03,GBR,21.071232876712326
2007-05-26,10.07,-0.4,1986-04-27,USA,21.093150684931512
2018-08-18,9.98,-0.5,1997-07-18,USA,21.0986301369863
2017-07-04,10.03,-0.8,1996-06-03,USA,21.0986301369863
2017-07-06,9.82,1.3,1996-06-03,USA,21.104109589041094
2003-11-07,10.09,0.3,1982-10-02,USA,21.11232876712329
2013-11-08,9.93,0.4,1992-10-01,JAM,21.117808219178084
2013-11-08,9.98,-0.3,1992-10-01,JAM,21.117808219178084
1995-03-06,10.05,0.5,1974-01-27,USA,21.117808219178084
2017-04-08,10.03,0.0,1996-02-29,GBR,21.12054794520548
2007-06-06,10.02,1.8,1986-04-27,USA,21.12328767123288
2008-06-28,10.09,1.6,1987-05-20,USA,21.12328767123288
1999-06-13,9.99,1.1,1978-05-04,GBR,21.12328767123288
2017-06-22,10.01,0.2,1996-05-08,USA,21.136986301369863
2014-07-28,10.07,0.7,1993-06-10,GBR,21.145205479452056
2011-06-23,10.09,1.5,1990-05-04,USA,21.150684931506852
2018-09-06,9.93,0.4,1997-07-18,USA,21.150684931506852
2018-09-09,10.01,0.0,1997-07-18,USA,21.158904109589038
1997-05-23,10.09,1.1,1976-03-30,BAR,21.16164383561644
1999-06-27,10.05,-0.2,1978-05-04,GBR,21.16164383561644
2006-10-06,10.09,-0.5,1985-08-12,USA,21.164383561643838
2007-06-22,10.07,-0.5,1986-04-27,USA,21.167123287671235
2008-02-09,10.07,0.3,1986-12-13,USA,21.172602739726027
1993-08-15,9.98,0.3,1972-06-17,NGR,21.175342465753427
2017-07-06,10.02,1.6,1996-05-08,USA,21.175342465753427
1993-08-15,10.04,0.3,1972-06-17,NGR,21.175342465753427
2008-07-18,10.09,0.3,1987-05-20,USA,21.17808219178082
2012-06-06,10.05,1.4,1991-04-07,USA,21.180821917808217
2015-07-06,10.06,1.9,1994-05-03,GBR,21.18904109589041
1999-07-08,10.04,-0.6,1978-05-04,GBR,21.191780821917806
2018-05-25,10.09,1.9,1997-03-19,USA,21.197260273972606
2017-05-08,10.05,-0.2,1996-02-29,GBR,21.2027397260274
2014-12-04,10.02,1.4,1993-09-21,RSA,21.216438356164385
2000-02-06,10.04,0.5,1978-11-23,USA,21.21917808219178
2015-07-17,10.08,-0.3,1994-05-03,GBR,21.21917808219178
2017-09-09,10.07,1.8,1996-06-24,JPN,21.224657534246575
2018-07-29,10.08,0.5,1997-05-13,JAM,21.224657534246575
2015-07-24,9.96,-0.8,1994-05-03,GBR,21.23835616438356
2015-07-24,10.04,-1.2,1994-05-03,GBR,21.23835616438356
2019-03-23,10.08,2.0,1997-12-31,AUS,21.23835616438356
1992-06-13,10.09,1.7,1971-03-17,GBR,21.257534246575343
2017-09-06,10.04,-2.1,1996-06-03,USA,21.27397260273973
2008-06-30,10.03,0.6,1987-03-27,QAT,21.276712328767122
2013-06-06,10.02,0.8,1992-02-27,FRA,21.28767123287671
2007-08-06,10.06,0.0,1986-04-27,USA,21.290410958904108
2013-06-09,10.03,0.6,1992-02-27,FRA,21.295890410958904
2017-01-04,10.06,1.4,1995-09-23,USA,21.2986301369863
2017-10-06,10.08,1.9,1996-06-24,JPN,21.2986301369863
2019-09-28,10.07,0.6,1998-06-15,ITA,21.301369863013694
2004-03-09,9.87,0.2,1982-11-23,JAM,21.306849315068494
2015-01-07,9.99,-0.2,1993-09-21,RSA,21.30958904109589
1999-08-21,10.08,-0.6,1978-05-04,GBR,21.31232876712329
1999-08-22,9.97,0.2,1978-05-04,GBR,21.315068493150687
1999-08-22,10.09,-0.7,1978-05-04,GBR,21.315068493150687
2009-05-17,10.08,1.1,1988-01-27,USA,21.317808219178087
2015-08-22,10.05,0.5,1994-05-03,GBR,21.317808219178087
2015-08-23,10.05,0.9,1994-05-03,GBR,21.32054794520548
2015-02-05,10.08,1.4,1993-10-15,USA,21.32328767123288
1995-05-21,10.09,0.6,1974-01-27,USA,21.326027397260273
2007-05-25,10.06,-0.6,1986-01-31,USA,21.326027397260273
2007-05-26,10.05,0.1,1986-01-31,USA,21.328767123287676
2012-07-17,10.06,1.0,1991-03-21,JAM,21.339726027397266
2015-10-06,10.04,1.7,1994-06-05,USA,21.350684931506848
2017-07-05,10.09,1.2,1996-02-29,GBR,21.36164383561644
1995-05-07,10.06,0.7,1973-12-30,TTO,21.364383561643837
1995-05-08,10.04,-0.5,1973-12-30,TTO,21.367123287671234
2014-05-17,10.03,1.5,1993-01-07,JAM,21.369863013698627
2018-06-07,10.07,1.1,1997-01-28,FRA,21.369863013698627
2014-02-09,10.07,-0.7,1992-10-01,JAM,21.372602739726027
2018-07-29,10.03,0.5,1997-03-18,BAR,21.378082191780823
2001-05-31,10.05,1.4,1980-01-19,USA,21.378082191780823
2011-05-08,9.95,-1.6,1989-12-26,JAM,21.378082191780823
2017-04-29,10.04,-0.3,1995-12-15,JPN,21.386301369863013
2013-07-13,9.95,0.3,1992-02-27,FRA,21.389041095890416
2013-07-13,9.95,0.9,1992-02-27,FRA,21.389041095890416
2015-05-16,10.07,1.9,1993-12-30,JAM,21.389041095890416
2010-08-29,9.95,1.1,1989-04-13,USA,21.39178082191781
2010-08-29,9.88,0.9,1989-04-13,USA,21.39178082191781
1996-06-14,10.08,-0.3,1975-01-28,USA,21.39178082191781
1996-06-15,10.09,-0.1,1975-01-28,USA,21.394520547945206
2007-06-21,10.08,1.5,1986-01-31,USA,21.4
1995-05-20,10.08,0.4,1973-12-30,TTO,21.4
2007-06-22,10.09,-0.5,1986-01-31,USA,21.4027397260274
2013-07-19,9.99,-0.4,1992-02-27,FRA,21.405479452054795
2013-05-07,10.07,1.7,1991-12-15,JAM,21.40821917808219
2011-10-06,9.97,1.3,1990-05-04,USA,21.438356164383567
2019-05-06,10.01,1.3,1997-12-01,GHA,21.441095890410963
2015-05-20,9.95,0.2,1993-12-15,USA,21.441095890410963
1993-08-05,10.09,1.9,1972-02-29,CUB,21.446575342465753
2004-05-06,10.05,0.8,1982-11-29,JAM,21.44931506849315
1995-06-08,10.03,1.0,1973-12-30,TTO,21.45205479452055
2013-11-05,10.07,1.1,1992-05-27,CAN,21.457534246575342
1999-08-05,10.09,1.7,1978-02-24,USA,21.457534246575342
2000-05-07,9.97,1.0,1978-11-22,NGR,21.471232876712328
2018-06-16,10.04,-0.2,1996-12-29,CIV,21.476712328767125
1992-04-04,10.09,1.2,1970-10-18,USA,21.476712328767125
2018-06-16,9.94,-0.2,1996-12-29,CIV,21.476712328767125
2008-05-31,10.09,-0.9,1986-12-13,USA,21.47945205479452
2014-06-26,10.05,1.0,1993-01-07,JAM,21.47945205479452
2010-10-04,10.09,1.6,1989-04-13,USA,21.49041095890411
2017-03-18,9.95,1.2,1995-09-26,RSA,21.49041095890411
2018-06-30,10.03,1.2,1997-01-06,KSA,21.493150684931507
2018-06-27,10.08,0.0,1996-12-29,CIV,21.506849315068493
2011-06-24,10.09,-1.8,1989-12-26,JAM,21.506849315068493
2011-06-24,9.97,0.6,1989-12-26,JAM,21.506849315068493
2013-08-29,9.98,-0.3,1992-02-27,FRA,21.517808219178075
2015-03-24,10.09,0.9,1993-09-21,RSA,21.517808219178075
2017-12-05,10.03,0.7,1996-06-03,USA,21.52054794520548
2015-05-17,9.99,1.6,1993-11-13,USA,21.52054794520548
2007-08-06,9.93,0.0,1986-01-31,USA,21.526027397260275
1999-07-25,10.08,0.4,1978-01-19,USA,21.526027397260275
2018-07-07,10.04,1.6,1996-12-29,CIV,21.534246575342465
2013-12-05,10.08,1.6,1992-05-27,CAN,21.53972602739726
2011-07-06,9.95,0.9,1989-12-26,JAM,21.53972602739726
2015-04-06,10.08,0.9,1993-09-21,RSA,21.553424657534247
2004-06-07,10.0,0.4,1982-11-23,JAM,21.553424657534247
2008-03-05,9.76,1.8,1986-08-21,JAM,21.553424657534247
2008-06-28,9.89,1.6,1986-12-13,USA,21.556164383561644
2008-06-28,10.06,1.8,1986-12-13,USA,21.556164383561644
2004-06-08,9.93,-0.5,1982-11-23,JAM,21.556164383561644
1994-01-06,10.08,1.4,1972-06-17,NGR,21.56986301369863
2015-07-06,9.97,1.0,1993-12-15,USA,21.56986301369863
2015-07-06,9.93,2.0,1993-12-15,USA,21.56986301369863
2012-05-31,10.04,-0.1,1990-11-06,FRA,21.58082191780822
2017-04-21,10.04,-0.7,1995-09-26,RSA,21.583561643835612
2019-08-27,10.02,1.6,1998-01-31,NGR,21.583561643835612
2011-07-22,10.06,-1.1,1989-12-26,JAM,21.583561643835612
2000-06-21,9.98,2.0,1978-11-22,NGR,21.594520547945205
2015-05-16,10.05,1.8,1993-10-15,USA,21.5972602739726
2012-06-07,10.08,0.0,1990-11-06,FRA,21.6
2019-05-07,10.01,1.1,1997-10-05,BAH,21.6
2015-04-24,10.09,-0.3,1993-09-21,RSA,21.602739726027398
2004-06-26,9.91,-0.1,1982-11-23,JAM,21.605479452054798
2012-06-06,10.09,1.3,1990-11-03,USA,21.605479452054798
2012-02-06,9.93,1.3,1990-07-04,JAM,21.60821917808219
2019-09-06,10.07,1.7,1998-01-31,NGR,21.610958904109587
2000-06-28,10.01,0.5,1978-11-22,NGR,21.61369863013699
2014-05-09,9.96,0.6,1992-10-01,JAM,21.616438356164387
2018-09-06,10.07,1.1,1997-01-28,FRA,21.61917808219178
2000-06-30,10.0,0.7,1978-11-22,NGR,21.61917808219178
2017-07-23,10.05,0.6,1995-12-15,JPN,21.61917808219178
2015-06-25,10.06,1.7,1993-11-13,USA,21.627397260273973
2013-10-08,10.06,-0.1,1992-02-27,FRA,21.627397260273973
2011-08-09,9.82,0.0,1989-12-26,JAM,21.632876712328766
2008-07-29,10.07,0.0,1986-12-13,USA,21.641095890410963
2012-06-28,10.09,-0.7,1990-11-06,FRA,21.65753424657534
2014-03-05,10.04,2.0,1992-07-13,USA,21.65753424657534
2003-12-06,10.07,0.0,1982-04-09,GBR,21.673972602739724
2006-04-06,10.07,1.0,1984-08-05,USA,21.682191780821924
2011-08-28,9.92,-1.4,1989-12-26,JAM,21.684931506849317
2011-08-28,9.95,-0.4,1989-12-26,JAM,21.684931506849317
2004-06-08,10.06,-0.5,1982-10-02,USA,21.698630136986303
2004-07-30,10.03,0.1,1982-11-23,JAM,21.698630136986303
2004-07-30,9.91,-0.3,1982-11-23,JAM,21.698630136986303
2010-09-07,10.06,1.7,1988-12-29,CAN,21.704109589041096
2013-11-08,10.01,-0.2,1992-02-27,FRA,21.71232876712329
2000-08-07,10.06,-0.1,1978-11-22,NGR,21.723287671232878
2008-05-09,9.77,-1.3,1986-08-21,JAM,21.731506849315068
2014-06-27,10.06,-0.3,1992-10-01,JAM,21.750684931506854
2017-09-09,9.98,1.8,1995-12-15,JPN,21.750684931506854
2008-05-17,9.92,0.6,1986-08-21,JAM,21.753424657534246
